texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis,penntreebank,universalpos
Très belle emplacement avec aménagement paysager soigné. Multiples végétaux et vue extraordinaire sur le volcan. Un peu trop près de la route pour le bruit.,5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,Muy buena ubicación con un cuidado paisaje. Múltiples plantas y extraordinaria vista al volcán. Un poco demasiado cerca de la carretera para el ruido.,,"[('Muy', 'NNP'), ('buena', 'NN'), ('ubicación', 'JJ'), ('con', 'NN'), ('un', 'JJ'), ('cuidado', 'NN'), ('paisaje', 'NN'), ('.', '.'), ('Múltiples', 'NNP'), ('plantas', 'NNS'), ('y', 'VBP'), ('extraordinaria', 'JJ'), ('vista', 'NN'), ('al', 'NN'), ('volcán', 'NN'), ('.', '.'), ('Un', 'NNP'), ('poco', 'NN'), ('demasiado', 'NN'), ('cerca', 'NN'), ('de', 'IN'), ('la', 'FW'), ('carretera', 'NN'), ('para', 'NN'), ('el', 'NN'), ('ruido', 'NN'), ('.', '.')]","[('Muy', 'ADV', 'mucho'), ('buena', 'ADJ', 'buen'), ('ubicación', 'NOUN', 'ubicación'), ('con', 'ADP', 'con'), ('un', 'DET', 'uno'), ('cuidado', 'NOUN', 'cuidado'), ('paisaje', 'ADJ', 'paisaje'), ('.', 'PUNCT', '.'), ('Múltiples', 'ADJ', 'múltiple'), ('plantas', 'NOUN', 'planta'), ('y', 'CCONJ', 'y'), ('extraordinaria', 'ADJ', 'extraordinario'), ('vista', 'ADJ', 'visto'), ('al', 'ADP', 'al'), ('volcán', 'NOUN', 'volcán'), ('.', 'PUNCT', '.'), ('Un', 'DET', 'uno'), ('poco', 'ADV', 'poco'), ('demasiado', 'ADV', 'demasiado'), ('cerca', 'ADV', 'cerca'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('carretera', 'NOUN', 'carretera'), ('para', 'ADP', 'para'), ('el', 'DET', 'el'), ('ruido', 'NOUN', 'ruido'), ('.', 'PUNCT', '.')]"
Csodás környezet,5,Hotel Roca Negra del Arenal,alojamiento,booking,unknown,Csodás környezet,,"[('Csodás', 'NNP'), ('környezet', 'NN')]","[('Csodás', 'PROPN', 'Csodás'), ('környezet', 'PROPN', 'környezet')]"
De huisjes en de aangelegde tuin en zwembad. Ontbreken van een bar voor een drankje.,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,Las casas y el jardín y la piscina. Falta de barra para tomar copas.,,"[('Las', 'NNP'), ('casas', 'NN'), ('y', 'NN'), ('el', 'NN'), ('jardín', 'NN'), ('y', 'NN'), ('la', 'NN'), ('piscina', 'NN'), ('.', '.'), ('Falta', 'NNP'), ('de', 'IN'), ('barra', 'FW'), ('para', 'NN'), ('tomar', 'NN'), ('copas', 'NN'), ('.', '.')]","[('Las', 'DET', 'el'), ('casas', 'NOUN', 'casa'), ('y', 'CCONJ', 'y'), ('el', 'DET', 'el'), ('jardín', 'NOUN', 'jardín'), ('y', 'CCONJ', 'y'), ('la', 'DET', 'el'), ('piscina', 'NOUN', 'piscina'), ('.', 'PUNCT', '.'), ('Falta', 'NOUN', 'falta'), ('de', 'ADP', 'de'), ('barra', 'NOUN', 'barra'), ('para', 'ADP', 'para'), ('tomar', 'VERB', 'tomar'), ('copas', 'NOUN', 'copa'), ('.', 'PUNCT', '.')]"
La faune et la flore et l’amabilité du service. Le paiement en argent comptant.,5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,La fauna y flora y la amabilidad del servicio. Pago en metálico.,,"[('La', 'NNP'), ('fauna', 'VBD'), ('y', 'JJ'), ('flora', 'NNS'), ('y', 'VBP'), ('la', 'JJ'), ('amabilidad', 'JJ'), ('del', 'NN'), ('servicio', 'NN'), ('.', '.'), ('Pago', 'NNP'), ('en', 'IN'), ('metálico', 'NN'), ('.', '.')]","[('La', 'DET', 'el'), ('fauna', 'NOUN', 'fauna'), ('y', 'CCONJ', 'y'), ('flora', 'NOUN', 'flora'), ('y', 'CCONJ', 'y'), ('la', 'DET', 'el'), ('amabilidad', 'NOUN', 'amabilidad'), ('del', 'ADP', 'del'), ('servicio', 'NOUN', 'servicio'), ('.', 'PUNCT', '.'), ('Pago', 'VERB', 'pagar'), ('en', 'ADP', 'en'), ('metálico', 'ADJ', 'metálico'), ('.', 'PUNCT', '.')]"
"Wunderschöne Anlage mit schönen sauberen, ruhigen  Zimmern, einer gemütlichen Veranda (wir hatten Blick auf dem Vulkan) und sogar noch einer privaten kleinen Terrasse. Den Pool haben wir ebenso genossen. Zum Frühstück habe ich das Käse-Schinken Sandwich geliebt. Und natürlich nicht zu vergessen und das wichtigste: das sehr freundliche, hilfsbereite und immer fröhliche Personal.  Supermarkt, Restaurant in unmittelbarer Nähe - zwar ein bisschen ausserhalb von La Fortuna - dafür auch ruhiger und für uns auch gemütlicher. Wir waren 4 Nächte dort und es war einer der schönsten Aufenthalte auf unserer Reise! Nichts - alles toll!",5,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Hermosas instalaciones con habitaciones bonitas, limpias y tranquilas, una acogedora terraza (teníamos una vista del volcán) e incluso una pequeña terraza privada. También disfrutamos de la piscina. Para el desayuno me encantó el sándwich de queso y jamón. Y por supuesto no olvidar y lo más importante: el personal muy amable, servicial y siempre alegre.  Supermercado y restaurante en las inmediaciones, aunque un poco fuera de La Fortuna, pero también más tranquilos y cómodos para nosotros. Nos alojamos allí por 4 noches y fue una de las mejores estancias de nuestro viaje. Nada, ¡todo genial!",,"[('Hermosas', 'NNP'), ('instalaciones', 'NNS'), ('con', 'NN'), ('habitaciones', 'NNS'), ('bonitas', 'NNS'), (',', ','), ('limpias', 'JJ'), ('y', 'NN'), ('tranquilas', 'NNS'), (',', ','), ('una', 'JJ'), ('acogedora', 'NN'), ('terraza', 'NN'), ('(', '('), ('teníamos', 'JJ'), ('una', 'NN'), ('vista', 'NN'), ('del', 'FW'), ('volcán', 'NN'), (')', ')'), ('e', 'NN'), ('incluso', 'JJ'), ('una', 'JJ'), ('pequeña', 'NN'), ('terraza', 'NN'), ('privada', 'NN'), ('.', '.'), ('También', 'NNP'), ('disfrutamos', 'NN'), ('de', 'IN'), ('la', 'FW'), ('piscina', 'FW'), ('.', '.'), ('Para', 'NNP'), ('el', 'NN'), ('desayuno', 'NN'), ('me', 'PRP'), ('encantó', 'VBP'), ('el', 'JJ'), ('sándwich', 'FW'), ('de', 'FW'), ('queso', 'FW'), ('y', 'FW'), ('jamón', 'NN'), ('.', '.'), ('Y', 'NNP'), ('por', 'NN'), ('supuesto', 'NN'), ('no', 'DT'), ('olvidar', 'NN'), ('y', 'RB'), ('lo', 'JJ'), ('más', 'NN'), ('importante', 'NN'), (':', ':'), ('el', 'JJ'), ('personal', 'JJ'), ('muy', 'NN'), ('amable', 'JJ'), (',', ','), ('servicial', 'JJ'), ('y', 'NN'), ('siempre', 'NN'), ('alegre', 'NN'), ('.', '.'), ('Supermercado', 'NNP'), ('y', 'CC'), ('restaurante', 'NN'), ('en', 'FW'), ('las', 'NN'), ('inmediaciones', 'NNS'), (',', ','), ('aunque', 'JJ'), ('un', 'JJ'), ('poco', 'NN'), ('fuera', 'NN'), ('de', 'IN'), ('La', 'NNP'), ('Fortuna', 'NNP'), (',', ','), ('pero', 'NN'), ('también', 'NN'), ('más', 'NN'), ('tranquilos', 'NN'), ('y', 'NN'), ('cómodos', 'NN'), ('para', 'NN'), ('nosotros', 'NN'), ('.', '.'), ('Nos', 'NNP'), ('alojamos', 'JJ'), ('allí', 'NN'), ('por', 'NN'), ('4', 'CD'), ('noches', 'NNS'), ('y', 'RB'), ('fue', 'VBP'), ('una', 'JJ'), ('de', 'FW'), ('las', 'FW'), ('mejores', 'NNS'), ('estancias', 'FW'), ('de', 'FW'), ('nuestro', 'FW'), ('viaje', 'NN'), ('.', '.'), ('Nada', 'NNP'), (',', ','), ('¡todo', 'NNP'), ('genial', 'NN'), ('!', '.')]","[('Hermosas', 'NOUN', 'hermosa'), ('instalaciones', 'NOUN', 'instalación'), ('con', 'ADP', 'con'), ('habitaciones', 'NOUN', 'habitación'), ('bonitas', 'ADJ', 'bonito'), (',', 'PUNCT', ','), ('limpias', 'ADJ', 'limpio'), ('y', 'CCONJ', 'y'), ('tranquilas', 'NOUN', 'tranquila'), (',', 'PUNCT', ','), ('una', 'DET', 'uno'), ('acogedora', 'NOUN', 'acogedora'), ('terraza', 'ADJ', 'terrazo'), ('(', 'PUNCT', '('), ('teníamos', 'VERB', 'tener'), ('una', 'DET', 'uno'), ('vista', 'NOUN', 'vista'), ('del', 'ADP', 'del'), ('volcán', 'NOUN', 'volcán'), (')', 'PUNCT', ')'), ('e', 'CCONJ', 'e'), ('incluso', 'ADV', 'incluso'), ('una', 'DET', 'uno'), ('pequeña', 'ADJ', 'pequeño'), ('terraza', 'NOUN', 'terraza'), ('privada', 'ADJ', 'privado'), ('.', 'PUNCT', '.'), ('También', 'ADV', 'también'), ('disfrutamos', 'VERB', 'disfrutar'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('piscina', 'NOUN', 'piscina'), ('.', 'PUNCT', '.'), ('Para', 'ADP', 'para'), ('el', 'DET', 'el'), ('desayuno', 'NOUN', 'desayuno'), ('me', 'PRON', 'yo'), ('encantó', 'VERB', 'encantar'), ('el', 'DET', 'el'), ('sándwich', 'PROPN', 'sándwich'), ('de', 'ADP', 'de'), ('queso', 'NOUN', 'queso'), ('y', 'CCONJ', 'y'), ('jamón', 'NOUN', 'jamón'), ('.', 'PUNCT', '.'), ('Y', 'CCONJ', 'y'), ('por', 'ADP', 'por'), ('supuesto', 'NOUN', 'supuesto'), ('no', 'ADV', 'no'), ('olvidar', 'VERB', 'olvidar'), ('y', 'CCONJ', 'y'), ('lo', 'PRON', 'él'), ('más', 'ADV', 'más'), ('importante', 'ADJ', 'importante'), (':', 'PUNCT', ':'), ('el', 'DET', 'el'), ('personal', 'NOUN', 'personal'), ('muy', 'ADV', 'mucho'), ('amable', 'ADJ', 'amable'), (',', 'PUNCT', ','), ('servicial', 'ADJ', 'servicial'), ('y', 'CCONJ', 'y'), ('siempre', 'ADV', 'siempre'), ('alegre', 'ADJ', 'alegre'), ('.', 'PUNCT', '.'), (' ', 'SPACE', ' '), ('Supermercado', 'PROPN', 'Supermercado'), ('y', 'CCONJ', 'y'), ('restaurante', 'NOUN', 'restaurante'), ('en', 'ADP', 'en'), ('las', 'DET', 'el'), ('inmediaciones', 'NOUN', 'inmediación'), (',', 'PUNCT', ','), ('aunque', 'SCONJ', 'aunque'), ('un', 'DET', 'uno'), ('poco', 'ADV', 'poco'), ('fuera', 'ADV', 'fuera'), ('de', 'ADP', 'de'), ('La', 'DET', 'el'), ('Fortuna', 'PROPN', 'Fortuna'), (',', 'PUNCT', ','), ('pero', 'CCONJ', 'pero'), ('también', 'ADV', 'también'), ('más', 'ADV', 'más'), ('tranquilos', 'ADJ', 'tranquilo'), ('y', 'CCONJ', 'y'), ('cómodos', 'NOUN', 'cómodo'), ('para', 'ADP', 'para'), ('nosotros', 'PRON', 'yo'), ('.', 'PUNCT', '.'), ('Nos', 'PRON', 'yo'), ('alojamos', 'VERB', 'alojar'), ('allí', 'ADV', 'allí'), ('por', 'ADP', 'por'), ('4', 'NUM', '4'), ('noches', 'NOUN', 'noche'), ('y', 'CCONJ', 'y'), ('fue', 'AUX', 'ser'), ('una', 'PRON', 'uno'), ('de', 'ADP', 'de'), ('las', 'DET', 'el'), ('mejores', 'ADJ', 'mejor'), ('estancias', 'NOUN', 'estancia'), ('de', 'ADP', 'de'), ('nuestro', 'DET', 'nuestro'), ('viaje', 'NOUN', 'viaje'), ('.', 'PUNCT', '.'), ('Nada', 'PRON', 'nada'), (',', 'PUNCT', ','), ('¡', 'PUNCT', '¡'), ('todo', 'DET', 'todo'), ('genial', 'ADJ', 'genial'), ('!', 'PUNCT', '!')]"
Het mooie huisje middenin een bloementuin met veranda met schommelstoelen en hangmat en uitzicht op de vulkaan. Wat wil je nog meer,5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,La hermosa casa en medio de un jardín de flores con terraza con mecedoras y hamacas y vista al volcán. ¿Qué más podrías querer?,,"[('La', 'NNP'), ('hermosa', 'PRP'), ('casa', 'VBP'), ('en', 'JJ'), ('medio', 'NN'), ('de', 'IN'), ('un', 'JJ'), ('jardín', 'NN'), ('de', 'IN'), ('flores', 'NNS'), ('con', 'VBP'), ('terraza', 'JJ'), ('con', 'NN'), ('mecedoras', 'NNS'), ('y', 'VBP'), ('hamacas', 'JJ'), ('y', 'NN'), ('vista', 'NN'), ('al', 'NN'), ('volcán', 'NN'), ('.', '.'), ('¿Qué', 'CC'), ('más', 'JJ'), ('podrías', 'NN'), ('querer', 'NN'), ('?', '.')]","[('La', 'DET', 'el'), ('hermosa', 'ADJ', 'hermoso'), ('casa', 'NOUN', 'casa'), ('en', 'ADP', 'en'), ('medio', 'NOUN', 'medio'), ('de', 'ADP', 'de'), ('un', 'DET', 'uno'), ('jardín', 'NOUN', 'jardín'), ('de', 'ADP', 'de'), ('flores', 'NOUN', 'flor'), ('con', 'ADP', 'con'), ('terraza', 'NOUN', 'terraza'), ('con', 'ADP', 'con'), ('mecedoras', 'NOUN', 'mecedora'), ('y', 'CCONJ', 'y'), ('hamacas', 'NOUN', 'hamaca'), ('y', 'CCONJ', 'y'), ('vista', 'ADJ', 'visto'), ('al', 'ADP', 'al'), ('volcán', 'NOUN', 'volcán'), ('.', 'PUNCT', '.'), ('¿', 'PUNCT', '¿'), ('Qué', 'DET', 'qué'), ('más', 'ADV', 'más'), ('podrías', 'NOUN', 'podría'), ('querer', 'VERB', 'querer'), ('?', 'PUNCT', '?')]"
"מלון מאוד מאוד יפה. פרטיות מלאה לכל בקתה. פינת ישיבה מקסימה מחוץ לבקתה. חדר מרווח עם 2 מיטות זוגיות. חדר אמבטיה מפנק. הכל מאוד נקי. מאוד פסטורלי, המקום מתוחזק ברמה מאוד גבוהה. בריכה כיפית. וגקוזי חם מפנק. מומלץ מאוד. הוויפי לא יציב.",5,Hotel Roca Negra del Arenal,alojamiento,booking,he,"Un hotel muy muy bonito. Completa privacidad para cada cabaña. Preciosa zona de estar fuera de la cabina. Amplia habitación con 2 camas dobles. Un baño de lujo. Todo está muy limpio. Muy pastoral, el lugar se mantiene a un nivel muy alto. Piscina divertida. Y un jacuzzi caliente para mimarse. Altamente recomendado. El wifi es inestable.",,"[('Un', 'NNP'), ('hotel', 'NN'), ('muy', 'NN'), ('muy', 'NN'), ('bonito', 'NN'), ('.', '.'), ('Completa', 'NNP'), ('privacidad', 'NN'), ('para', 'NN'), ('cada', 'NN'), ('cabaña', 'NN'), ('.', '.'), ('Preciosa', 'NNP'), ('zona', 'NNP'), ('de', 'IN'), ('estar', 'FW'), ('fuera', 'FW'), ('de', 'FW'), ('la', 'FW'), ('cabina', 'FW'), ('.', '.'), ('Amplia', 'NNP'), ('habitación', 'VBD'), ('con', 'JJ'), ('2', 'CD'), ('camas', 'NN'), ('dobles', 'NNS'), ('.', '.'), ('Un', 'NNP'), ('baño', 'NN'), ('de', 'IN'), ('lujo', 'FW'), ('.', '.'), ('Todo', 'NNP'), ('está', 'JJ'), ('muy', 'NN'), ('limpio', 'NN'), ('.', '.'), ('Muy', 'NNP'), ('pastoral', 'JJ'), (',', ','), ('el', 'JJ'), ('lugar', 'NN'), ('se', 'NN'), ('mantiene', 'VBD'), ('a', 'DT'), ('un', 'JJ'), ('nivel', 'NN'), ('muy', 'NN'), ('alto', 'NN'), ('.', '.'), ('Piscina', 'NNP'), ('divertida', 'NN'), ('.', '.'), ('Y', 'NNP'), ('un', 'JJ'), ('jacuzzi', 'NN'), ('caliente', 'NN'), ('para', 'NN'), ('mimarse', 'NN'), ('.', '.'), ('Altamente', 'NNP'), ('recomendado', 'NN'), ('.', '.'), ('El', 'NNP'), ('wifi', 'VBD'), ('es', 'RBR'), ('inestable', 'JJ'), ('.', '.')]","[('Un', 'DET', 'uno'), ('hotel', 'NOUN', 'hotel'), ('muy', 'ADV', 'mucho'), ('muy', 'ADV', 'mucho'), ('bonito', 'ADJ', 'bonito'), ('.', 'PUNCT', '.'), ('Completa', 'ADJ', 'completo'), ('privacidad', 'NOUN', 'privacidad'), ('para', 'ADP', 'para'), ('cada', 'DET', 'cada'), ('cabaña', 'NOUN', 'cabaña'), ('.', 'PUNCT', '.'), ('Preciosa', 'ADJ', 'precioso'), ('zona', 'NOUN', 'zona'), ('de', 'ADP', 'de'), ('estar', 'VERB', 'estar'), ('fuera', 'ADV', 'fuera'), ('de', 'ADP', 'de'), ('la', 'DET', 'el'), ('cabina', 'NOUN', 'cabina'), ('.', 'PUNCT', '.'), ('Amplia', 'ADJ', 'amplio'), ('habitación', 'NOUN', 'habitación'), ('con', 'ADP', 'con'), ('2', 'NUM', '2'), ('camas', 'NOUN', 'cama'), ('dobles', 'ADJ', 'doble'), ('.', 'PUNCT', '.'), ('Un', 'DET', 'uno'), ('baño', 'NOUN', 'baño'), ('de', 'ADP', 'de'), ('lujo', 'NOUN', 'lujo'), ('.', 'PUNCT', '.'), ('Todo', 'PRON', 'todo'), ('está', 'AUX', 'estar'), ('muy', 'ADV', 'mucho'), ('limpio', 'ADJ', 'limpio'), ('.', 'PUNCT', '.'), ('Muy', 'ADV', 'mucho'), ('pastoral', 'ADJ', 'pastoral'), (',', 'PUNCT', ','), ('el', 'DET', 'el'), ('lugar', 'NOUN', 'lugar'), ('se', 'PRON', 'él'), ('mantiene', 'VERB', 'mantener'), ('a', 'ADP', 'a'), ('un', 'DET', 'uno'), ('nivel', 'NOUN', 'nivel'), ('muy', 'ADV', 'mucho'), ('alto', 'ADJ', 'alto'), ('.', 'PUNCT', '.'), ('Piscina', 'VERB', 'piscinar'), ('divertida', 'ADJ', 'divertido'), ('.', 'PUNCT', '.'), ('Y', 'CCONJ', 'y'), ('un', 'DET', 'uno'), ('jacuzzi', 'NOUN', 'jacuzzi'), ('caliente', 'ADJ', 'caliente'), ('para', 'ADP', 'para'), ('mimarse', 'VERB', 'mimar él'), ('.', 'PUNCT', '.'), ('Altamente', 'ADV', 'altamente'), ('recomendado', 'ADJ', 'recomendado'), ('.', 'PUNCT', '.'), ('El', 'DET', 'el'), ('wifi', 'NOUN', 'wifi'), ('es', 'AUX', 'ser'), ('inestable', 'ADJ', 'inestable'), ('.', 'PUNCT', '.')]"
"Super fijne kamers, prachtige tuin, heerlijk zwembad.",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Habitaciones súper bonitas, hermoso jardín, hermosa piscina.",,"[('Habitaciones', 'NNS'), ('súper', 'RBR'), ('bonitas', 'NNS'), (',', ','), ('hermoso', 'NN'), ('jardín', 'NN'), (',', ','), ('hermosa', 'JJ'), ('piscina', 'NN'), ('.', '.')]","[('Habitaciones', 'PROPN', 'Habitaciones'), ('súper', 'ADP', 'súper'), ('bonitas', 'NOUN', 'bonita'), (',', 'PUNCT', ','), ('hermoso', 'ADJ', 'hermoso'), ('jardín', 'NOUN', 'jardín'), (',', 'PUNCT', ','), ('hermosa', 'ADJ', 'hermoso'), ('piscina', 'NOUN', 'piscina'), ('.', 'PUNCT', '.')]"
"Locatie was mooi onderhouden, midden in een groene oase en alle faciliteiten waren aanwezig",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"La ubicación estaba muy bien mantenida, en medio de un oasis verde y todas las instalaciones estaban disponibles.",,"[('La', 'NNP'), ('ubicación', 'JJ'), ('estaba', 'NN'), ('muy', 'NN'), ('bien', 'NN'), ('mantenida', 'NN'), (',', ','), ('en', 'FW'), ('medio', 'FW'), ('de', 'FW'), ('un', 'FW'), ('oasis', 'NN'), ('verde', 'NN'), ('y', 'NN'), ('todas', 'NN'), ('las', 'NN'), ('instalaciones', 'NNS'), ('estaban', 'JJ'), ('disponibles', 'NNS'), ('.', '.')]","[('La', 'DET', 'el'), ('ubicación', 'NOUN', 'ubicación'), ('estaba', 'AUX', 'estar'), ('muy', 'ADV', 'mucho'), ('bien', 'ADV', 'bien'), ('mantenida', 'ADJ', 'mantenido'), (',', 'PUNCT', ','), ('en', 'ADP', 'en'), ('medio', 'NOUN', 'medio'), ('de', 'ADP', 'de'), ('un', 'DET', 'uno'), ('oasis', 'NOUN', 'oasis'), ('verde', 'ADJ', 'verde'), ('y', 'CCONJ', 'y'), ('todas', 'DET', 'todo'), ('las', 'DET', 'el'), ('instalaciones', 'NOUN', 'instalación'), ('estaban', 'AUX', 'estar'), ('disponibles', 'ADJ', 'disponible'), ('.', 'PUNCT', '.')]"
Τα δωμάτια βρίσκονται σε ένα πάρα πολύ ωραίο κήπο πολύ κοντά στο κέντρο και σε όλα τα αξιοθέατα το προσωπικό είναι πολύ φιλικό και εγκάρδιο -,5,Hotel Roca Negra del Arenal,alojamiento,booking,el,Las habitaciones están en un jardín muy bonito muy cerca del centro y en todas las atracciones el personal es muy amable y cordial.,,"[('Las', 'NNP'), ('habitaciones', 'NNS'), ('están', 'VBP'), ('en', 'IN'), ('un', 'JJ'), ('jardín', 'NN'), ('muy', 'NN'), ('bonito', 'NN'), ('muy', 'NN'), ('cerca', 'NN'), ('del', 'FW'), ('centro', 'NN'), ('y', 'NN'), ('en', 'IN'), ('todas', 'JJ'), ('las', 'NNS'), ('atracciones', 'NNS'), ('el', 'VBP'), ('personal', 'JJ'), ('es', 'NN'), ('muy', 'NN'), ('amable', 'JJ'), ('y', 'JJ'), ('cordial', 'NN'), ('.', '.')]","[('Las', 'DET', 'el'), ('habitaciones', 'NOUN', 'habitación'), ('están', 'AUX', 'estar'), ('en', 'ADP', 'en'), ('un', 'DET', 'uno'), ('jardín', 'NOUN', 'jardín'), ('muy', 'ADV', 'mucho'), ('bonito', 'ADJ', 'bonito'), ('muy', 'ADV', 'mucho'), ('cerca', 'ADV', 'cerca'), ('del', 'ADP', 'del'), ('centro', 'NOUN', 'centro'), ('y', 'CCONJ', 'y'), ('en', 'ADP', 'en'), ('todas', 'DET', 'todo'), ('las', 'DET', 'el'), ('atracciones', 'NOUN', 'atracción'), ('el', 'DET', 'el'), ('personal', 'NOUN', 'personal'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('amable', 'ADJ', 'amable'), ('y', 'CCONJ', 'y'), ('cordial', 'ADJ', 'cordial'), ('.', 'PUNCT', '.')]"
Je recommande vivement très beau jardin chambre spacieuse très bien situé.,5,Hotel Roca Negra del Arenal,alojamiento,booking,fr,Recomiendo muy hermoso jardín habitación amplia muy bien ubicada.,,"[('Recomiendo', 'NNP'), ('muy', 'NN'), ('hermoso', 'NN'), ('jardín', 'NN'), ('habitación', 'NN'), ('amplia', 'IN'), ('muy', 'JJ'), ('bien', 'NN'), ('ubicada', 'NN'), ('.', '.')]","[('Recomiendo', 'VERB', 'recomeir'), ('muy', 'ADV', 'mucho'), ('hermoso', 'ADJ', 'hermoso'), ('jardín', 'NOUN', 'jardín'), ('habitación', 'NOUN', 'habitación'), ('amplia', 'ADJ', 'amplio'), ('muy', 'ADV', 'mucho'), ('bien', 'ADV', 'bien'), ('ubicada', 'ADJ', 'ubicado'), ('.', 'PUNCT', '.')]"
"Alles schoon en een prachtige tuin 
Heel comfortabel kamer ruim .Op her terras een heerlijke schommelstoel.
Prachtig zwembad. En een lekker ontbijt. Vriendelijk personeel. Niets",5,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Todo limpio y un hermoso jardín. 
Habitación muy cómoda y espaciosa. Una preciosa mecedora en la terraza.
Hermosa piscina. Y un buen desayuno. Personal amable. Nada",,"[('Todo', 'NNP'), ('limpio', 'VBZ'), ('y', 'JJ'), ('un', 'JJ'), ('hermoso', 'NN'), ('jardín', 'NN'), ('.', '.'), ('Habitación', 'NNP'), ('muy', 'NN'), ('cómoda', 'NN'), ('y', 'NN'), ('espaciosa', 'NN'), ('.', '.'), ('Una', 'NNP'), ('preciosa', 'NN'), ('mecedora', 'NN'), ('en', 'IN'), ('la', 'NN'), ('terraza', 'NN'), ('.', '.'), ('Hermosa', 'NNP'), ('piscina', 'NN'), ('.', '.'), ('Y', 'NNP'), ('un', 'JJ'), ('buen', 'NN'), ('desayuno', 'NN'), ('.', '.'), ('Personal', 'NNP'), ('amable', 'JJ'), ('.', '.'), ('Nada', 'NNP')]","[('Todo', 'DET', 'todo'), ('limpio', 'ADJ', 'limpio'), ('y', 'CCONJ', 'y'), ('un', 'DET', 'uno'), ('hermoso', 'ADJ', 'hermoso'), ('jardín', 'NOUN', 'jardín'), ('.', 'PUNCT', '.'), ('\n', 'SPACE', '\n'), ('Habitación', 'NOUN', 'habitación'), ('muy', 'ADV', 'mucho'), ('cómoda', 'ADJ', 'cómodo'), ('y', 'CCONJ', 'y'), ('espaciosa', 'ADJ', 'espaciós'), ('.', 'PUNCT', '.'), ('Una', 'DET', 'uno'), ('preciosa', 'ADJ', 'precioso'), ('mecedora', 'NOUN', 'mecedora'), ('en', 'ADP', 'en'), ('la', 'DET', 'el'), ('terraza', 'NOUN', 'terraza'), ('.', 'PUNCT', '.'), ('\n', 'SPACE', '\n'), ('Hermosa', 'PROPN', 'Hermosa'), ('piscina', 'ADJ', 'piscín'), ('.', 'PUNCT', '.'), ('Y', 'CCONJ', 'y'), ('un', 'DET', 'uno'), ('buen', 'ADJ', 'buen'), ('desayuno', 'NOUN', 'desayuno'), ('.', 'PUNCT', '.'), ('Personal', 'PROPN', 'Personal'), ('amable', 'ADJ', 'amable'), ('.', 'PUNCT', '.'), ('Nada', 'PRON', 'nada')]"
Tout Rien,5,Hotel Roca Negra del Arenal,alojamiento,booking,unknown,Tout Rien,,"[('Tout', 'IN'), ('Rien', 'NNP')]","[('Tout', 'PROPN', 'Tout'), ('Rien', 'PROPN', 'Rien')]"
