lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis,penntreebank,universalpos
Playa Manuel Antonio,"Herrlich ❣️Warmes Wasser, viel Platz, Ruhe",5.0,parque,google_maps,de,"Maravilloso ️Agua cálida, mucho espacio, paz y tranquilidad.",❣,"[('Maravilloso', 'NNP'), ('️Agua', 'NNP'), ('cálida', 'NN'), (',', ','), ('mucho', 'FW'), ('espacio', 'FW'), (',', ','), ('paz', 'FW'), ('y', 'FW'), ('tranquilidad', 'NN'), ('.', '.')]","[('Maravilloso', 'PROPN', 'Maravilloso'), ('️Agua', 'PROPN', '️Agua'), ('cálida', 'ADJ', 'cálido'), (',', 'PUNCT', ','), ('mucho', 'DET', 'mucho'), ('espacio', 'NOUN', 'espacio'), (',', 'PUNCT', ','), ('paz', 'NOUN', 'paz'), ('y', 'CCONJ', 'y'), ('tranquilidad', 'NOUN', 'tranquilidad'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,Yf a noite toda e o irmão dela a noite toda e 👀,1.0,parque,google_maps,pt,Yf toda la noche y su hermano toda la noche y,👀,"[('Yf', 'NNP'), ('toda', 'NN'), ('la', 'NN'), ('noche', 'FW'), ('y', 'NN'), ('su', 'NN'), ('hermano', 'NN'), ('toda', 'NN'), ('la', 'NN'), ('noche', 'FW'), ('y', 'NN')]","[('Yf', 'ADP', 'yf'), ('toda', 'DET', 'todo'), ('la', 'DET', 'el'), ('noche', 'NOUN', 'noche'), ('y', 'CCONJ', 'y'), ('su', 'DET', 'su'), ('hermano', 'NOUN', 'hermano'), ('toda', 'DET', 'todo'), ('la', 'DET', 'el'), ('noche', 'NOUN', 'noche'), ('y', 'CCONJ', 'y')]"
Playa Manuel Antonio,"Gyönyörű, hosszan elterülő strand a Nemzeti Parkon belül, a víz nagyon kellemes langyos, a part homokos, van kitéve ivóvíz töltő is!",5.0,parque,google_maps,hu,"Hermosa y larga playa dentro del Parque Nacional, el agua es muy agradablemente cálida, la orilla es de arena, ¡también hay un dispensador de agua potable!",,"[('Hermosa', 'NNP'), ('y', 'PRP'), ('larga', 'VBP'), ('playa', 'JJ'), ('dentro', 'NN'), ('del', 'NN'), ('Parque', 'NNP'), ('Nacional', 'NNP'), (',', ','), ('el', 'VBZ'), ('agua', 'JJ'), ('es', 'NN'), ('muy', 'NN'), ('agradablemente', 'NN'), ('cálida', 'NN'), (',', ','), ('la', 'FW'), ('orilla', 'FW'), ('es', 'FW'), ('de', 'FW'), ('arena', 'FW'), (',', ','), ('¡también', 'FW'), ('hay', 'NN'), ('un', 'JJ'), ('dispensador', 'NN'), ('de', 'IN'), ('agua', 'FW'), ('potable', 'JJ'), ('!', '.')]","[('Hermosa', 'PROPN', 'Hermosa'), ('y', 'CCONJ', 'y'), ('larga', 'ADJ', 'largo'), ('playa', 'NOUN', 'playa'), ('dentro', 'ADV', 'dentro'), ('del', 'ADP', 'del'), ('Parque', 'PROPN', 'Parque'), ('Nacional', 'PROPN', 'Nacional'), (',', 'PUNCT', ','), ('el', 'DET', 'el'), ('agua', 'NOUN', 'agua'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('agradablemente', 'ADJ', 'agradablemente'), ('cálida', 'ADJ', 'cálido'), (',', 'PUNCT', ','), ('la', 'DET', 'el'), ('orilla', 'NOUN', 'orilla'), ('es', 'AUX', 'ser'), ('de', 'ADP', 'de'), ('arena', 'NOUN', 'arena'), (',', 'PUNCT', ','), ('¡', 'PUNCT', '¡'), ('también', 'ADV', 'también'), ('hay', 'AUX', 'haber'), ('un', 'DET', 'uno'), ('dispensador', 'NOUN', 'dispensador'), ('de', 'ADP', 'de'), ('agua', 'NOUN', 'agua'), ('potable', 'ADJ', 'potable'), ('!', 'PUNCT', '!')]"
Playa Manuel Antonio,Todo es muy bonito,4.0,parque,google_maps,es,Todo es muy bonito,,"[('Todo', 'NNP'), ('es', 'CC'), ('muy', 'NN'), ('bonito', 'NN')]","[('Todo', 'PRON', 'todo'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('bonito', 'ADJ', 'bonito')]"
Playa Manuel Antonio,Le paradis sur terre. Prenez un guide vous serez pas déçu.,5.0,parque,google_maps,fr,"El cielo en la tierra. Tome una guía, no se sentirá decepcionado.",,"[('El', 'NNP'), ('cielo', 'NN'), ('en', 'NN'), ('la', 'NN'), ('tierra', 'NN'), ('.', '.'), ('Tome', 'NNP'), ('una', 'JJ'), ('guía', 'NN'), (',', ','), ('no', 'DT'), ('se', 'NN'), ('sentirá', 'NN'), ('decepcionado', 'NN'), ('.', '.')]","[('El', 'DET', 'el'), ('cielo', 'NOUN', 'cielo'), ('en', 'ADP', 'en'), ('la', 'DET', 'el'), ('tierra', 'NOUN', 'tierra'), ('.', 'PUNCT', '.'), ('Tome', 'PROPN', 'Tome'), ('una', 'DET', 'uno'), ('guía', 'NOUN', 'guía'), (',', 'PUNCT', ','), ('no', 'ADV', 'no'), ('se', 'PRON', 'él'), ('sentirá', 'VERB', 'sentir'), ('decepcionado', 'ADJ', 'decepcionado'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,"Me encantó, las playas son hermosas y la gente es muy amable.",5.0,parque,google_maps,es,"Me encantó, las playas son hermosas y la gente es muy amable.",,"[('Me', 'NNP'), ('encantó', 'NN'), (',', ','), ('las', 'JJ'), ('playas', 'NN'), ('son', 'NN'), ('hermosas', 'NN'), ('y', 'NN'), ('la', 'NN'), ('gente', 'FW'), ('es', 'FW'), ('muy', 'FW'), ('amable', 'JJ'), ('.', '.')]","[('Me', 'PRON', 'yo'), ('encantó', 'VERB', 'encantar'), (',', 'PUNCT', ','), ('las', 'DET', 'el'), ('playas', 'NOUN', 'playa'), ('son', 'AUX', 'ser'), ('hermosas', 'ADJ', 'hermoso'), ('y', 'CCONJ', 'y'), ('la', 'DET', 'el'), ('gente', 'NOUN', 'gente'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('amable', 'ADJ', 'amable'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,"חוף מהממם
עשינו מצנח..היה פגז
שקיעה מהממת",5.0,parque,google_maps,he,"Impresionante playa
Hicimos un paracaídas... había un proyectil.
Una puesta de sol impresionante",,"[('Impresionante', 'NNP'), ('playa', 'NN'), ('Hicimos', 'NNP'), ('un', 'JJ'), ('paracaídas', 'NNS'), ('...', ':'), ('había', 'NN'), ('un', 'JJ'), ('proyectil', 'NN'), ('.', '.'), ('Una', 'NNP'), ('puesta', 'NN'), ('de', 'FW'), ('sol', 'FW'), ('impresionante', 'NN')]","[('Impresionante', 'ADJ', 'impresionante'), ('playa', 'NOUN', 'playa'), ('\n', 'SPACE', '\n'), ('Hicimos', 'VERB', 'hacer'), ('un', 'DET', 'uno'), ('paracaídas', 'NOUN', 'paracaída'), ('...', 'PUNCT', '...'), ('había', 'AUX', 'haber'), ('un', 'DET', 'uno'), ('proyectil', 'NOUN', 'proyectil'), ('.', 'PUNCT', '.'), ('\n', 'SPACE', '\n'), ('Una', 'DET', 'uno'), ('puesta', 'NOUN', 'puesta'), ('de', 'ADP', 'de'), ('sol', 'NOUN', 'sol'), ('impresionante', 'ADJ', 'impresionante')]"
Playa Manuel Antonio,"Una playa para pasar el día sin dudas. Los monitos carablancas abren las mochilas y las revuelven.  No nos robaron nada, pero ojo puede pasar. Les ha quedado el reflejo de buscar comida, porque antiguamente se podía ingresar con alimentos al parque.
Es una playa para disfrutar, nadar de lado a lado, hacer snorkel. En ambos extremos hay piedras y cuando la marea esta baja se pueden observar peces de distintos colores.",5.0,parque,google_maps,es,"Una playa para pasar el día sin dudas. Los monitos carablancas abren las mochilas y las revuelven.  No nos robaron nada, pero ojo puede pasar. Les ha quedado el reflejo de buscar comida, porque antiguamente se podía ingresar con alimentos al parque.
Es una playa para disfrutar, nadar de lado a lado, hacer snorkel. En ambos extremos hay piedras y cuando la marea esta baja se pueden observar peces de distintos colores.",,"[('Una', 'NNP'), ('playa', 'NN'), ('para', 'NN'), ('pasar', 'NN'), ('el', 'NN'), ('día', 'NN'), ('sin', 'NN'), ('dudas', 'NN'), ('.', '.'), ('Los', 'NNP'), ('monitos', 'JJ'), ('carablancas', 'NN'), ('abren', 'NNS'), ('las', 'VBP'), ('mochilas', 'NNS'), ('y', 'CC'), ('las', 'NNS'), ('revuelven', 'RB'), ('.', '.'), ('No', 'UH'), ('nos', 'JJ'), ('robaron', 'NN'), ('nada', 'NN'), (',', ','), ('pero', 'NN'), ('ojo', 'NN'), ('puede', 'NN'), ('pasar', 'NN'), ('.', '.'), ('Les', 'NNP'), ('ha', 'VBZ'), ('quedado', 'JJ'), ('el', 'JJ'), ('reflejo', 'NN'), ('de', 'IN'), ('buscar', 'NN'), ('comida', 'NN'), (',', ','), ('porque', 'NN'), ('antiguamente', 'NN'), ('se', 'FW'), ('podía', 'NN'), ('ingresar', 'NN'), ('con', 'NN'), ('alimentos', 'NN'), ('al', 'NN'), ('parque', 'NN'), ('.', '.'), ('Es', 'NNP'), ('una', 'JJ'), ('playa', 'NN'), ('para', 'NN'), ('disfrutar', 'NN'), (',', ','), ('nadar', 'FW'), ('de', 'FW'), ('lado', 'FW'), ('a', 'DT'), ('lado', 'NN'), (',', ','), ('hacer', 'NN'), ('snorkel', 'NN'), ('.', '.'), ('En', 'NNP'), ('ambos', 'JJ'), ('extremos', 'NN'), ('hay', 'NN'), ('piedras', 'NNS'), ('y', 'VBP'), ('cuando', 'JJ'), ('la', 'FW'), ('marea', 'FW'), ('esta', 'FW'), ('baja', 'NN'), ('se', 'FW'), ('pueden', 'JJ'), ('observar', 'NN'), ('peces', 'NNS'), ('de', 'FW'), ('distintos', 'FW'), ('colores', 'NNS'), ('.', '.')]","[('Una', 'DET', 'uno'), ('playa', 'NOUN', 'playa'), ('para', 'ADP', 'para'), ('pasar', 'VERB', 'pasar'), ('el', 'DET', 'el'), ('día', 'NOUN', 'día'), ('sin', 'ADP', 'sin'), ('dudas', 'NOUN', 'duda'), ('.', 'PUNCT', '.'), ('Los', 'DET', 'el'), ('monitos', 'NOUN', 'monito'), ('carablancas', 'ADJ', 'carablanca'), ('abren', 'VERB', 'abrir'), ('las', 'DET', 'el'), ('mochilas', 'NOUN', 'mochila'), ('y', 'CCONJ', 'y'), ('las', 'PRON', 'él'), ('revuelven', 'VERB', 'revolver'), ('.', 'PUNCT', '.'), (' ', 'SPACE', ' '), ('No', 'ADV', 'no'), ('nos', 'PRON', 'yo'), ('robaron', 'VERB', 'robar'), ('nada', 'PRON', 'nada'), (',', 'PUNCT', ','), ('pero', 'CCONJ', 'pero'), ('ojo', 'NOUN', 'ojo'), ('puede', 'AUX', 'poder'), ('pasar', 'VERB', 'pasar'), ('.', 'PUNCT', '.'), ('Les', 'PRON', 'él'), ('ha', 'AUX', 'haber'), ('quedado', 'VERB', 'quedar'), ('el', 'DET', 'el'), ('reflejo', 'NOUN', 'reflejo'), ('de', 'ADP', 'de'), ('buscar', 'VERB', 'buscar'), ('comida', 'NOUN', 'comida'), (',', 'PUNCT', ','), ('porque', 'SCONJ', 'porque'), ('antiguamente', 'ADV', 'antiguamente'), ('se', 'PRON', 'él'), ('podía', 'AUX', 'poder'), ('ingresar', 'VERB', 'ingresar'), ('con', 'ADP', 'con'), ('alimentos', 'NOUN', 'alimento'), ('al', 'ADP', 'al'), ('parque', 'NOUN', 'parque'), ('.', 'PUNCT', '.'), ('\n', 'SPACE', '\n'), ('Es', 'AUX', 'ser'), ('una', 'DET', 'uno'), ('playa', 'NOUN', 'playa'), ('para', 'ADP', 'para'), ('disfrutar', 'VERB', 'disfrutar'), (',', 'PUNCT', ','), ('nadar', 'VERB', 'nadar'), ('de', 'ADP', 'de'), ('lado', 'NOUN', 'lado'), ('a', 'ADP', 'a'), ('lado', 'NOUN', 'lado'), (',', 'PUNCT', ','), ('hacer', 'VERB', 'hacer'), ('snorkel', 'VERB', 'snorkel'), ('.', 'PUNCT', '.'), ('En', 'ADP', 'en'), ('ambos', 'NUM', 'ambos'), ('extremos', 'NOUN', 'extremo'), ('hay', 'AUX', 'haber'), ('piedras', 'NOUN', 'piedra'), ('y', 'CCONJ', 'y'), ('cuando', 'SCONJ', 'cuando'), ('la', 'DET', 'el'), ('marea', 'NOUN', 'marea'), ('esta', 'DET', 'este'), ('baja', 'NOUN', 'baja'), ('se', 'PRON', 'él'), ('pueden', 'AUX', 'poder'), ('observar', 'VERB', 'observar'), ('peces', 'NOUN', 'pez'), ('de', 'ADP', 'de'), ('distintos', 'DET', 'distinto'), ('colores', 'NOUN', 'color'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,Muy lindo lugar y limpio pero los cuida carros se abusan con las tarifas,5.0,parque,google_maps,es,Muy lindo lugar y limpio pero los cuida carros se abusan con las tarifas,,"[('Muy', 'NNP'), ('lindo', 'NN'), ('lugar', 'NN'), ('y', 'NN'), ('limpio', 'NN'), ('pero', 'NN'), ('los', 'NN'), ('cuida', 'NN'), ('carros', 'NN'), ('se', 'VBP'), ('abusan', 'JJ'), ('con', 'NN'), ('las', 'NNS'), ('tarifas', 'VBP')]","[('Muy', 'ADV', 'mucho'), ('lindo', 'ADJ', 'lindo'), ('lugar', 'NOUN', 'lugar'), ('y', 'CCONJ', 'y'), ('limpio', 'ADJ', 'limpio'), ('pero', 'CCONJ', 'pero'), ('los', 'PRON', 'él'), ('cuida', 'VERB', 'cuidar'), ('carros', 'NOUN', 'carro'), ('se', 'PRON', 'él'), ('abusan', 'VERB', 'abusar'), ('con', 'ADP', 'con'), ('las', 'DET', 'el'), ('tarifas', 'NOUN', 'tarifa')]"
Playa Manuel Antonio,Gorgeous beach located inside the national park. Only wished I had more time to enjoy it!,5.0,parque,google_maps,en,Hermosa playa ubicada dentro del parque nacional. ¡Ojalá tuviera más tiempo para disfrutarlo!,,"[('Hermosa', 'NNP'), ('playa', 'NN'), ('ubicada', 'JJ'), ('dentro', 'NN'), ('del', 'NN'), ('parque', 'JJ'), ('nacional', 'JJ'), ('.', '.'), ('¡Ojalá', 'JJ'), ('tuviera', 'NN'), ('más', 'NN'), ('tiempo', 'NN'), ('para', 'NN'), ('disfrutarlo', 'NN'), ('!', '.')]","[('Hermosa', 'PROPN', 'Hermosa'), ('playa', 'NOUN', 'playa'), ('ubicada', 'ADJ', 'ubicado'), ('dentro', 'ADV', 'dentro'), ('del', 'ADP', 'del'), ('parque', 'NOUN', 'parque'), ('nacional', 'ADJ', 'nacional'), ('.', 'PUNCT', '.'), ('¡', 'PUNCT', '¡'), ('Ojalá', 'INTJ', 'Ojalá'), ('tuviera', 'VERB', 'tener'), ('más', 'ADV', 'más'), ('tiempo', 'NOUN', 'tiempo'), ('para', 'ADP', 'para'), ('disfrutarlo', 'VERB', 'disfrutar él'), ('!', 'PUNCT', '!')]"
Playa Manuel Antonio,"Restrooms not so far, clean water",5.0,parque,google_maps,en,"Baños no hasta ahora, agua limpia.",,"[('Baños', 'NNP'), ('no', 'DT'), ('hasta', 'NN'), ('ahora', 'RB'), (',', ','), ('agua', 'JJ'), ('limpia', 'NN'), ('.', '.')]","[('Baños', 'PROPN', 'Baños'), ('no', 'PART', 'no'), ('hasta', 'ADP', 'hasta'), ('ahora', 'ADV', 'ahora'), (',', 'PUNCT', ','), ('agua', 'NOUN', 'agua'), ('limpia', 'ADJ', 'limpio'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,"Just in case you can't bring food in as people used to, instead of enabling a caged area where people can eat their snacks safely they make you toss the food away and buy at the very overpriced cafeteria inside, the line is super long and slow",3.0,parque,google_maps,en,"En caso de que no puedas traer comida como solía hacerlo la gente, en lugar de habilitar un área enjaulada donde la gente pueda comer sus bocadillos de manera segura, te hacen tirar la comida y comprarla en la cafetería carísima del interior, la fila es súper larga y lenta.",,"[('En', 'NNP'), ('caso', 'NN'), ('de', 'IN'), ('que', 'FW'), ('no', 'DT'), ('puedas', 'NN'), ('traer', 'RB'), ('comida', 'JJ'), ('como', 'NN'), ('solía', 'NN'), ('hacerlo', 'NN'), ('la', 'NN'), ('gente', 'NN'), (',', ','), ('en', 'FW'), ('lugar', 'FW'), ('de', 'FW'), ('habilitar', 'FW'), ('un', 'JJ'), ('área', 'NNP'), ('enjaulada', 'NN'), ('donde', 'NN'), ('la', 'NN'), ('gente', 'FW'), ('pueda', 'FW'), ('comer', 'JJR'), ('sus', 'NN'), ('bocadillos', 'NN'), ('de', 'IN'), ('manera', 'FW'), ('segura', 'NN'), (',', ','), ('te', 'JJ'), ('hacen', 'NN'), ('tirar', 'NN'), ('la', 'NN'), ('comida', 'NN'), ('y', 'NN'), ('comprarla', 'NN'), ('en', 'IN'), ('la', 'FW'), ('cafetería', 'FW'), ('carísima', 'FW'), ('del', 'FW'), ('interior', 'NN'), (',', ','), ('la', 'FW'), ('fila', 'FW'), ('es', 'FW'), ('súper', 'JJR'), ('larga', 'NN'), ('y', 'NN'), ('lenta', 'NN'), ('.', '.')]","[('En', 'ADP', 'en'), ('caso', 'NOUN', 'caso'), ('de', 'ADP', 'de'), ('que', 'SCONJ', 'que'), ('no', 'ADV', 'no'), ('puedas', 'VERB', 'poder'), ('traer', 'VERB', 'traer'), ('comida', 'NOUN', 'comida'), ('como', 'SCONJ', 'como'), ('solía', 'VERB', 'soler'), ('hacerlo', 'VERB', 'hacer él'), ('la', 'DET', 'el'), ('gente', 'NOUN', 'gente'), (',', 'PUNCT', ','), ('en', 'ADP', 'en'), ('lugar', 'NOUN', 'lugar'), ('de', 'ADP', 'de'), ('habilitar', 'VERB', 'habilitar'), ('un', 'DET', 'uno'), ('área', 'NOUN', 'área'), ('enjaulada', 'ADJ', 'enjaulado'), ('donde', 'PRON', 'donde'), ('la', 'DET', 'el'), ('gente', 'NOUN', 'gente'), ('pueda', 'AUX', 'poder'), ('comer', 'VERB', 'comer'), ('sus', 'DET', 'su'), ('bocadillos', 'NOUN', 'bocadillo'), ('de', 'ADP', 'de'), ('manera', 'NOUN', 'manera'), ('segura', 'ADJ', 'seguro'), (',', 'PUNCT', ','), ('te', 'PRON', 'tú'), ('hacen', 'VERB', 'hacer'), ('tirar', 'VERB', 'tirar'), ('la', 'DET', 'el'), ('comida', 'NOUN', 'comida'), ('y', 'CCONJ', 'y'), ('comprarla', 'VERB', 'comprar él'), ('en', 'ADP', 'en'), ('la', 'DET', 'el'), ('cafetería', 'NOUN', 'cafetería'), ('carísima', 'ADJ', 'carísima'), ('del', 'ADP', 'del'), ('interior', 'NOUN', 'interior'), (',', 'PUNCT', ','), ('la', 'DET', 'el'), ('fila', 'NOUN', 'fila'), ('es', 'AUX', 'ser'), ('súper', 'ADP', 'súper'), ('larga', 'ADJ', 'largo'), ('y', 'CCONJ', 'y'), ('lenta', 'ADJ', 'lento'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,Es necesario contratar guía si quieres ver animales.,5.0,parque,google_maps,es,Es necesario contratar guía si quieres ver animales.,,"[('Es', 'NNP'), ('necesario', 'NN'), ('contratar', 'NN'), ('guía', 'NN'), ('si', 'NN'), ('quieres', 'VBZ'), ('ver', 'JJ'), ('animales', 'NNS'), ('.', '.')]","[('Es', 'AUX', 'ser'), ('necesario', 'ADJ', 'necesario'), ('contratar', 'VERB', 'contratar'), ('guía', 'NOUN', 'guía'), ('si', 'SCONJ', 'si'), ('quieres', 'VERB', 'querer'), ('ver', 'VERB', 'ver'), ('animales', 'NOUN', 'animal'), ('.', 'PUNCT', '.')]"
Playa Manuel Antonio,La playa Manuel Antonio es muy hermosa 😍😍❤️. Yo fui pero ase tres años  y la verdad esa playa es muy hermosa  le doy cinco estrellas  uno puede caminar por cualquier lado es muy hermosa,5.0,parque,google_maps,es,La playa Manuel Antonio es muy hermosa ️. Yo fui pero ase tres años  y la verdad esa playa es muy hermosa  le doy cinco estrellas  uno puede caminar por cualquier lado es muy hermosa,😍😍❤,"[('La', 'NNP'), ('playa', 'NN'), ('Manuel', 'NNP'), ('Antonio', 'NNP'), ('es', 'VBZ'), ('muy', 'FW'), ('hermosa', 'NN'), ('️', 'NNP'), ('.', '.'), ('Yo', 'NNP'), ('fui', 'JJ'), ('pero', 'NN'), ('ase', 'NN'), ('tres', 'VBZ'), ('años', 'JJ'), ('y', 'NN'), ('la', 'NN'), ('verdad', 'FW'), ('esa', 'FW'), ('playa', 'FW'), ('es', 'FW'), ('muy', 'FW'), ('hermosa', 'NN'), ('le', 'NN'), ('doy', 'NN'), ('cinco', 'NN'), ('estrellas', 'NNS'), ('uno', 'JJ'), ('puede', 'VBP'), ('caminar', 'NN'), ('por', 'NN'), ('cualquier', 'NN'), ('lado', 'NN'), ('es', 'NN'), ('muy', 'NN'), ('hermosa', 'NN')]","[('La', 'DET', 'el'), ('playa', 'NOUN', 'playa'), ('Manuel', 'PROPN', 'Manuel'), ('Antonio', 'PROPN', 'Antonio'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('hermosa', 'ADJ', 'hermoso'), ('️.', 'NOUN', '️.'), ('Yo', 'PRON', 'yo'), ('fui', 'VERB', 'ir'), ('pero', 'CCONJ', 'pero'), ('ase', 'VERB', 'ase'), ('tres', 'NUM', 'tres'), ('años', 'NOUN', 'año'), (' ', 'SPACE', ' '), ('y', 'CCONJ', 'y'), ('la', 'DET', 'el'), ('verdad', 'NOUN', 'verdad'), ('esa', 'DET', 'ese'), ('playa', 'NOUN', 'playa'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('hermosa', 'ADJ', 'hermoso'), (' ', 'SPACE', ' '), ('le', 'PRON', 'él'), ('doy', 'VERB', 'dar'), ('cinco', 'NUM', 'cinco'), ('estrellas', 'NOUN', 'estrella'), (' ', 'SPACE', ' '), ('uno', 'PRON', 'uno'), ('puede', 'AUX', 'poder'), ('caminar', 'VERB', 'caminar'), ('por', 'ADP', 'por'), ('cualquier', 'DET', 'cualquiera'), ('lado', 'NOUN', 'lado'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('hermosa', 'ADJ', 'hermoso')]"
Playa Manuel Antonio,"A praia e o parque são lindos, vale demais a visita.
Leve bastante água. O local é muito úmido e, apesar de haver um restaurante dentro do parque, os preços são altíssimos.",5.0,parque,google_maps,pt,"La playa y el parque son hermosos, vale la pena visitarlos.
Toma mucha agua. El lugar es muy húmedo y, a pesar de haber un restaurante dentro del parque, los precios son muy elevados.",,"[('La', 'NNP'), ('playa', 'VBZ'), ('y', 'JJ'), ('el', 'NN'), ('parque', 'NN'), ('son', 'NN'), ('hermosos', 'NN'), (',', ','), ('vale', 'JJ'), ('la', 'FW'), ('pena', 'FW'), ('visitarlos', 'NN'), ('.', '.'), ('Toma', 'NNP'), ('mucha', 'JJ'), ('agua', 'NN'), ('.', '.'), ('El', 'NNP'), ('lugar', 'NN'), ('es', 'NN'), ('muy', 'NN'), ('húmedo', 'NN'), ('y', 'NN'), (',', ','), ('a', 'DT'), ('pesar', 'NN'), ('de', 'IN'), ('haber', 'FW'), ('un', 'JJ'), ('restaurante', 'NN'), ('dentro', 'NN'), ('del', 'NN'), ('parque', 'NN'), (',', ','), ('los', 'JJ'), ('precios', 'NNS'), ('son', 'NN'), ('muy', 'NN'), ('elevados', 'NN'), ('.', '.')]","[('La', 'DET', 'el'), ('playa', 'NOUN', 'playa'), ('y', 'CCONJ', 'y'), ('el', 'DET', 'el'), ('parque', 'NOUN', 'parque'), ('son', 'AUX', 'ser'), ('hermosos', 'NOUN', 'hermoso'), (',', 'PUNCT', ','), ('vale', 'VERB', 'valer'), ('la', 'DET', 'el'), ('pena', 'NOUN', 'pena'), ('visitarlos', 'PRON', 'visitarlo'), ('.', 'PUNCT', '.'), ('\n', 'SPACE', '\n'), ('Toma', 'VERB', 'tomar'), ('mucha', 'DET', 'mucho'), ('agua', 'NOUN', 'agua'), ('.', 'PUNCT', '.'), ('El', 'DET', 'el'), ('lugar', 'NOUN', 'lugar'), ('es', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('húmedo', 'ADJ', 'húmedo'), ('y', 'CCONJ', 'y'), (',', 'PUNCT', ','), ('a', 'ADP', 'a'), ('pesar', 'NOUN', 'pesar'), ('de', 'ADP', 'de'), ('haber', 'AUX', 'haber'), ('un', 'DET', 'uno'), ('restaurante', 'NOUN', 'restaurante'), ('dentro', 'ADV', 'dentro'), ('del', 'ADP', 'del'), ('parque', 'NOUN', 'parque'), (',', 'PUNCT', ','), ('los', 'DET', 'el'), ('precios', 'NOUN', 'precio'), ('son', 'AUX', 'ser'), ('muy', 'ADV', 'mucho'), ('elevados', 'ADJ', 'elevado'), ('.', 'PUNCT', '.')]"
